NAME,PATTERN,VALUE
CTF_LW,"LU_2,H6",154
CTF_DownMinProvision,"LU_2,H6",154
CTF_LW,"LU_2,H7",154
CTF_DownMinProvision,"LU_2,H7",154
CTF_LW,"LU_2,H8",171
CTF_DownMinProvision,"LU_2,H8",171
CTF_LW,"LU_2,H9",171
CTF_DownMinProvision,"LU_2,H9",171
CTF_LW,"LU_2,H10",171
CTF_DownMinProvision,"LU_2,H10",171
CTF_LW,"LU_2,H11",287
CTF_DownMinProvision,"LU_2,H11",287
CTF_LW,"LU_2,H12",287
CTF_DownMinProvision,"LU_2,H12",287
CTF_LW,"LU_2,H13",287
CTF_DownMinProvision,"LU_2,H13",287
CTF_LW,"LU_2,H14",287
CTF_DownMinProvision,"LU_2,H14",287
CTF_LW,"LU_2,H15",287
CTF_DownMinProvision,"LU_2,H15",287
CTF_LW,"LU_2,H16",287
CTF_DownMinProvision,"LU_2,H16",287
CTF_LW,"LU_2,H17",547
CTF_DownMinProvision,"LU_2,H17",547
CTF_LW,"LU_2,H18",547
CTF_DownMinProvision,"LU_2,H18",547
CTF_LW,"LU_2,H19",547
CTF_DownMinProvision,"LU_2,H19",547
CTF_LW,"LU_2,H20",344
CTF_DownMinProvision,"LU_2,H20",344
CTF_LW,"LU_2,H21",344
CTF_DownMinProvision,"LU_2,H21",344
CTF_LW,"LU_2,H22",344
CTF_DownMinProvision,"LU_2,H22",344
CTF_LW,"LU_2,H23",256
CTF_DownMinProvision,"LU_2,H23",256
CTF_LW,"LU_2,H24",256
CTF_DownMinProvision,"LU_2,H24",256
CTF_LW,"SA_2,H1",315
CTF_DownMinProvision,"SA_2,H1",315
CTF_LW,"SA_2,H2",315
CTF_DownMinProvision,"SA_2,H2",315
CTF_LW,"SA_2,H3",141
CTF_DownMinProvision,"SA_2,H3",141
CTF_LW,"SA_2,H4",141
CTF_DownMinProvision,"SA_2,H4",141
CTF_LW,"SA_2,H5",141
CTF_DownMinProvision,"SA_2,H5",141
CTF_LW,"SA_2,H6",141
CTF_DownMinProvision,"SA_2,H6",141
CTF_LW,"SA_2,H7",141
CTF_DownMinProvision,"SA_2,H7",141
CTF_LW,"SA_2,H8",152
CTF_DownMinProvision,"SA_2,H8",152
CTF_LW,"SA_2,H9",152
CTF_DownMinProvision,"SA_2,H9",152
CTF_LW,"SA_2,H10",152
CTF_DownMinProvision,"SA_2,H10",152
CTF_LW,"SA_2,H11",343
CTF_DownMinProvision,"SA_2,H11",343
CTF_LW,"SA_2,H12",343
CTF_DownMinProvision,"SA_2,H12",343
CTF_LW,"SA_2,H13",343
CTF_DownMinProvision,"SA_2,H13",343
CTF_LW,"SA_2,H14",343
CTF_DownMinProvision,"SA_2,H14",343
CTF_LW,"SA_2,H15",343
CTF_DownMinProvision,"SA_2,H15",343
CTF_LW,"SA_2,H16",343
CTF_DownMinProvision,"SA_2,H16",343
CTF_LW,"SA_2,H17",603
CTF_DownMinProvision,"SA_2,H17",603
CTF_LW,"SA_2,H18",603
CTF_DownMinProvision,"SA_2,H18",603
CTF_LW,"SA_2,H19",603
CTF_DownMinProvision,"SA_2,H19",603
CTF_LW,"SA_2,H20",436
CTF_DownMinProvision,"SA_2,H20",436
CTF_LW,"SA_2,H21",436
CTF_DownMinProvision,"SA_2,H21",436
CTF_LW,"SA_2,H22",436
CTF_DownMinProvision,"SA_2,H22",436
CTF_LW,"SA_2,H23",315
CTF_DownMinProvision,"SA_2,H23",315
CTF_LW,"SA_2,H24",315
CTF_DownMinProvision,"SA_2,H24",315
CTF_LW,"TR_2,H1",256
CTF_DownMinProvision,"TR_2,H1",256
CTF_LW,"TR_2,H2",256
CTF_DownMinProvision,"TR_2,H2",256
CTF_LW,"TR_2,H3",154
CTF_DownMinProvision,"TR_2,H3",154
CTF_LW,"TR_2,H4",154
CTF_DownMinProvision,"TR_2,H4",154
CTF_LW,"TR_2,H5",154
CTF_DownMinProvision,"TR_2,H5",154
CTF_LW,"TR_2,H6",154
CTF_DownMinProvision,"TR_2,H6",154
CTF_LW,"TR_2,H7",154
CTF_DownMinProvision,"TR_2,H7",154
CTF_LW,"TR_2,H8",171
CTF_DownMinProvision,"TR_2,H8",171
CTF_LW,"TR_2,H9",171
CTF_DownMinProvision,"TR_2,H9",171
CTF_LW,"TR_2,H10",171
CTF_DownMinProvision,"TR_2,H10",171
CTF_LW,"TR_2,H11",287
CTF_DownMinProvision,"TR_2,H11",287
CTF_LW,"TR_2,H12",287
CTF_DownMinProvision,"TR_2,H12",287
CTF_LW,"TR_2,H13",287
CTF_DownMinProvision,"TR_2,H13",287
CTF_LW,"TR_2,H14",287
CTF_DownMinProvision,"TR_2,H14",287
CTF_LW,"TR_2,H15",287
CTF_DownMinProvision,"TR_2,H15",287
CTF_LW,"TR_2,H16",287
CTF_DownMinProvision,"TR_2,H16",287
CTF_LW,"TR_2,H17",547
CTF_DownMinProvision,"TR_2,H17",547
CTF_LW,"TR_2,H18",547
CTF_DownMinProvision,"TR_2,H18",547
CTF_LW,"TR_2,H19",547
CTF_DownMinProvision,"TR_2,H19",547
CTF_LW,"TR_2,H20",344
CTF_DownMinProvision,"TR_2,H20",344
CTF_LW,"TR_2,H21",344
CTF_DownMinProvision,"TR_2,H21",344
CTF_LW,"TR_2,H22",344
CTF_DownMinProvision,"TR_2,H22",344
CTF_LW,"TR_2,H23",256
CTF_DownMinProvision,"TR_2,H23",256
CTF_LW,"TR_2,H24",256
CTF_DownMinProvision,"TR_2,H24",256
CTF_RS,"DO_1,H1",186
CTF_UpMinProvision,"DO_1,H1",186
CTF_RS,"DO_1,H2",186
CTF_UpMinProvision,"DO_1,H2",186
CTF_RS,"DO_1,H3",98
CTF_UpMinProvision,"DO_1,H3",98
CTF_RS,"DO_1,H4",98
CTF_UpMinProvision,"DO_1,H4",98
CTF_RS,"DO_1,H5",98
CTF_UpMinProvision,"DO_1,H5",98
CTF_RS,"DO_1,H6",98
CTF_UpMinProvision,"DO_1,H6",98
CTF_RS,"DO_1,H7",98
CTF_UpMinProvision,"DO_1,H7",98
CTF_RS,"DO_1,H8",622
CTF_UpMinProvision,"DO_1,H8",622
CTF_RS,"DO_1,H9",622
CTF_UpMinProvision,"DO_1,H9",622
CTF_RS,"DO_1,H10",622
CTF_UpMinProvision,"DO_1,H10",622
CTF_RS,"DO_1,H11",266
CTF_UpMinProvision,"DO_1,H11",266
CTF_RS,"DO_1,H12",266
CTF_UpMinProvision,"DO_1,H12",266
CTF_RS,"DO_1,H13",266
CTF_UpMinProvision,"DO_1,H13",266
CTF_RS,"DO_1,H14",266
CTF_UpMinProvision,"DO_1,H14",266
CTF_RS,"DO_1,H15",266
CTF_UpMinProvision,"DO_1,H15",266
CTF_RS,"DO_1,H16",266
CTF_UpMinProvision,"DO_1,H16",266
CTF_RS,"DO_1,H17",266
CTF_UpMinProvision,"DO_1,H17",266
CTF_RS,"DO_1,H18",360
CTF_UpMinProvision,"DO_1,H18",360
CTF_RS,"DO_1,H19",360
CTF_UpMinProvision,"DO_1,H19",360
CTF_RS,"DO_1,H20",360
CTF_UpMinProvision,"DO_1,H20",360
CTF_RS,"DO_1,H21",77
CTF_UpMinProvision,"DO_1,H21",77
CTF_RS,"DO_1,H22",77
CTF_UpMinProvision,"DO_1,H22",77
CTF_RS,"DO_1,H23",186
CTF_UpMinProvision,"DO_1,H23",186
CTF_RS,"DO_1,H24",186
CTF_UpMinProvision,"DO_1,H24",186
CTF_RS,"LU_1,H1",226
CTF_UpMinProvision,"LU_1,H1",226
CTF_RS,"LU_1,H2",226
CTF_UpMinProvision,"LU_1,H2",226
CTF_RS,"LU_1,H3",100
CTF_UpMinProvision,"LU_1,H3",100
CTF_RS,"LU_1,H4",100
CTF_UpMinProvision,"LU_1,H4",100
CTF_RS,"LU_1,H5",100
CTF_UpMinProvision,"LU_1,H5",100
CTF_RS,"LU_1,H6",100
CTF_UpMinProvision,"LU_1,H6",100
CTF_RS,"LU_1,H7",100
CTF_UpMinProvision,"LU_1,H7",100
CTF_RS,"LU_1,H8",608
CTF_UpMinProvision,"LU_1,H8",608
CTF_RS,"LU_1,H9",608
CTF_UpMinProvision,"LU_1,H9",608
CTF_RS,"LU_1,H10",608
CTF_UpMinProvision,"LU_1,H10",608
CTF_RS,"LU_1,H11",196
CTF_UpMinProvision,"LU_1,H11",196
CTF_RS,"LU_1,H12",196
CTF_UpMinProvision,"LU_1,H12",196
CTF_RS,"LU_1,H13",196
CTF_UpMinProvision,"LU_1,H13",196
CTF_RS,"LU_1,H14",196
CTF_UpMinProvision,"LU_1,H14",196
CTF_RS,"LU_1,H15",196
CTF_UpMinProvision,"LU_1,H15",196
CTF_RS,"LU_1,H16",196
CTF_UpMinProvision,"LU_1,H16",196
CTF_RS,"LU_1,H17",196
CTF_UpMinProvision,"LU_1,H17",196
CTF_RS,"LU_1,H18",380
CTF_UpMinProvision,"LU_1,H18",380
CTF_RS,"LU_1,H19",380
CTF_UpMinProvision,"LU_1,H19",380
CTF_RS,"LU_1,H20",380
CTF_UpMinProvision,"LU_1,H20",380
CTF_RS,"LU_1,H21",178
CTF_UpMinProvision,"LU_1,H21",178
CTF_RS,"LU_1,H22",178
CTF_UpMinProvision,"LU_1,H22",178
CTF_RS,"LU_1,H23",226
CTF_UpMinProvision,"LU_1,H23",226
CTF_RS,"LU_1,H24",226
CTF_UpMinProvision,"LU_1,H24",226
CTF_RS,"SA_1,H1",186
CTF_UpMinProvision,"SA_1,H1",186
CTF_RS,"SA_1,H2",186
CTF_UpMinProvision,"SA_1,H2",186
CTF_RS,"SA_1,H3",98
CTF_UpMinProvision,"SA_1,H3",98
CTF_RS,"SA_1,H4",98
CTF_UpMinProvision,"SA_1,H4",98
CTF_RS,"SA_1,H5",98
CTF_UpMinProvision,"SA_1,H5",98
CTF_RS,"SA_1,H6",98
CTF_UpMinProvision,"SA_1,H6",98
CTF_RS,"SA_1,H7",98
CTF_UpMinProvision,"SA_1,H7",98
CTF_RS,"SA_1,H8",622
CTF_UpMinProvision,"SA_1,H8",622
CTF_RS,"SA_1,H9",622
CTF_UpMinProvision,"SA_1,H9",622
CTF_RS,"SA_1,H10",622
CTF_UpMinProvision,"SA_1,H10",622
CTF_RS,"SA_1,H11",266
CTF_UpMinProvision,"SA_1,H11",266
CTF_RS,"SA_1,H12",266
CTF_UpMinProvision,"SA_1,H12",266
CTF_RS,"SA_1,H13",266
CTF_UpMinProvision,"SA_1,H13",266
CTF_RS,"SA_1,H14",266
CTF_UpMinProvision,"SA_1,H14",266
CTF_RS,"SA_1,H15",266
CTF_UpMinProvision,"SA_1,H15",266
CTF_RS,"SA_1,H16",266
CTF_UpMinProvision,"SA_1,H16",266
CTF_RS,"SA_1,H17",266
CTF_UpMinProvision,"SA_1,H17",266
CTF_RS,"SA_1,H18",360
CTF_UpMinProvision,"SA_1,H18",360
CTF_RS,"SA_1,H19",360
CTF_UpMinProvision,"SA_1,H19",360
CTF_RS,"SA_1,H20",360
CTF_UpMinProvision,"SA_1,H20",360
CTF_RS,"SA_1,H21",77
CTF_UpMinProvision,"SA_1,H21",77
CTF_RS,"SA_1,H22",77
CTF_UpMinProvision,"SA_1,H22",77
CTF_RS,"SA_1,H23",186
CTF_UpMinProvision,"SA_1,H23",186
CTF_RS,"SA_1,H24",186
CTF_UpMinProvision,"SA_1,H24",186
CTF_RS,"TR_1,H1",226
CTF_UpMinProvision,"TR_1,H1",226
CTF_RS,"TR_1,H2",226
CTF_UpMinProvision,"TR_1,H2",226
CTF_RS,"TR_1,H3",100
CTF_UpMinProvision,"TR_1,H3",100
CTF_RS,"TR_1,H4",100
CTF_UpMinProvision,"TR_1,H4",100
CTF_RS,"TR_1,H5",100
CTF_UpMinProvision,"TR_1,H5",100
CTF_RS,"TR_1,H6",100
CTF_UpMinProvision,"TR_1,H6",100
CTF_RS,"TR_1,H7",100
CTF_UpMinProvision,"TR_1,H7",100
CTF_RS,"TR_1,H8",608
CTF_UpMinProvision,"TR_1,H8",608
CTF_RS,"TR_1,H9",608
CTF_UpMinProvision,"TR_1,H9",608
CTF_RS,"TR_1,H10",608
CTF_UpMinProvision,"TR_1,H10",608
CTF_RS,"TR_1,H11",196
CTF_UpMinProvision,"TR_1,H11",196
CTF_RS,"TR_1,H12",196
CTF_UpMinProvision,"TR_1,H12",196
CTF_RS,"TR_1,H13",196
CTF_UpMinProvision,"TR_1,H13",196
CTF_RS,"TR_1,H14",196
CTF_UpMinProvision,"TR_1,H14",196
CTF_RS,"TR_1,H15",196
CTF_UpMinProvision,"TR_1,H15",196
CTF_RS,"TR_1,H16",196
CTF_UpMinProvision,"TR_1,H16",196
CTF_RS,"TR_1,H17",196
CTF_UpMinProvision,"TR_1,H17",196
CTF_RS,"TR_1,H18",380
CTF_UpMinProvision,"TR_1,H18",380
CTF_RS,"TR_1,H19",380
CTF_UpMinProvision,"TR_1,H19",380
CTF_RS,"TR_1,H20",380
CTF_UpMinProvision,"TR_1,H20",380
CTF_RS,"TR_1,H21",178
CTF_UpMinProvision,"TR_1,H21",178
CTF_RS,"TR_1,H22",178
CTF_UpMinProvision,"TR_1,H22",178
CTF_RS,"TR_1,H23",226
CTF_UpMinProvision,"TR_1,H23",226
CTF_RS,"TR_1,H24",226
CTF_UpMinProvision,"TR_1,H24",226
CTF_RS,"DO_2,H1",252
CTF_UpMinProvision,"DO_2,H1",252
CTF_RS,"DO_2,H2",252
CTF_UpMinProvision,"DO_2,H2",252
CTF_RS,"DO_2,H3",96
CTF_UpMinProvision,"DO_2,H3",96
CTF_RS,"DO_2,H4",96
CTF_UpMinProvision,"DO_2,H4",96
CTF_RS,"DO_2,H5",96
CTF_UpMinProvision,"DO_2,H5",96
CTF_RS,"DO_2,H6",96
CTF_UpMinProvision,"DO_2,H6",96
CTF_RS,"DO_2,H7",96
CTF_UpMinProvision,"DO_2,H7",96
CTF_RS,"DO_2,H8",625
CTF_UpMinProvision,"DO_2,H8",625
CTF_RS,"DO_2,H9",625
CTF_UpMinProvision,"DO_2,H9",625
CTF_RS,"DO_2,H10",625
CTF_UpMinProvision,"DO_2,H10",625
CTF_RS,"DO_2,H11",213
CTF_UpMinProvision,"DO_2,H11",213
CTF_RS,"DO_2,H12",213
CTF_UpMinProvision,"DO_2,H12",213
CTF_RS,"DO_2,H13",213
CTF_UpMinProvision,"DO_2,H13",213
CTF_RS,"DO_2,H14",213
CTF_UpMinProvision,"DO_2,H14",213
CTF_RS,"DO_2,H15",213
CTF_UpMinProvision,"DO_2,H15",213
CTF_RS,"DO_2,H16",213
CTF_UpMinProvision,"DO_2,H16",213
CTF_RS,"DO_2,H17",304
CTF_UpMinProvision,"DO_2,H17",304
CTF_RS,"DO_2,H18",304
CTF_UpMinProvision,"DO_2,H18",304
CTF_RS,"DO_2,H19",304
CTF_UpMinProvision,"DO_2,H19",304
CTF_RS,"DO_2,H20",97
CTF_UpMinProvision,"DO_2,H20",97
CTF_RS,"DO_2,H21",97
CTF_UpMinProvision,"DO_2,H21",97
CTF_RS,"DO_2,H22",97
CTF_UpMinProvision,"DO_2,H22",97
CTF_RS,"DO_2,H23",252
CTF_UpMinProvision,"DO_2,H23",252
CTF_RS,"DO_2,H24",252
CTF_UpMinProvision,"DO_2,H24",252
CTF_RS,"LU_2,H1",293
CTF_UpMinProvision,"LU_2,H1",293
CTF_RS,"LU_2,H2",293
CTF_UpMinProvision,"LU_2,H2",293
CTF_RS,"LU_2,H3",122
CTF_UpMinProvision,"LU_2,H3",122
CTF_RS,"LU_2,H4",122
CTF_UpMinProvision,"LU_2,H4",122
CTF_RS,"LU_2,H5",122
CTF_UpMinProvision,"LU_2,H5",122
CTF_RS,"LU_2,H6",122
CTF_UpMinProvision,"LU_2,H6",122
CTF_RS,"LU_2,H7",122
CTF_UpMinProvision,"LU_2,H7",122
CTF_RS,"LU_2,H8",519
CTF_UpMinProvision,"LU_2,H8",519
CTF_RS,"LU_2,H9",519
CTF_UpMinProvision,"LU_2,H9",519
CTF_RS,"LU_2,H10",519
CTF_UpMinProvision,"LU_2,H10",519
CTF_RS,"LU_2,H11",226
CTF_UpMinProvision,"LU_2,H11",226
CTF_RS,"LU_2,H12",226
CTF_UpMinProvision,"LU_2,H12",226
CTF_RS,"LU_2,H13",226
CTF_UpMinProvision,"LU_2,H13",226
CTF_RS,"LU_2,H14",226
CTF_UpMinProvision,"LU_2,H14",226
CTF_RS,"LU_2,H15",226
CTF_UpMinProvision,"LU_2,H15",226
CTF_RS,"LU_2,H16",226
CTF_UpMinProvision,"LU_2,H16",226
CTF_RS,"LU_2,H17",305
CTF_UpMinProvision,"LU_2,H17",305
CTF_RS,"LU_2,H18",305
CTF_UpMinProvision,"LU_2,H18",305
CTF_RS,"LU_2,H19",305
CTF_UpMinProvision,"LU_2,H19",305
CTF_RS,"LU_2,H20",76
CTF_UpMinProvision,"LU_2,H20",76
CTF_RS,"LU_2,H21",76
CTF_UpMinProvision,"LU_2,H21",76
CTF_RS,"LU_2,H22",76
CTF_UpMinProvision,"LU_2,H22",76
CTF_RS,"LU_2,H23",293
CTF_UpMinProvision,"LU_2,H23",293
CTF_RS,"LU_2,H24",293
CTF_UpMinProvision,"LU_2,H24",293
CTF_RS,"SA_2,H1",252
CTF_UpMinProvision,"SA_2,H1",252
CTF_RS,"SA_2,H2",252
CTF_UpMinProvision,"SA_2,H2",252
CTF_RS,"SA_2,H3",96
CTF_UpMinProvision,"SA_2,H3",96
CTF_RS,"SA_2,H4",96
CTF_UpMinProvision,"SA_2,H4",96
CTF_RS,"SA_2,H5",96
CTF_UpMinProvision,"SA_2,H5",96
CTF_RS,"SA_2,H6",96
CTF_UpMinProvision,"SA_2,H6",96
CTF_RS,"SA_2,H7",96
CTF_UpMinProvision,"SA_2,H7",96
CTF_RS,"SA_2,H8",625
CTF_UpMinProvision,"SA_2,H8",625
CTF_RS,"SA_2,H9",625
CTF_UpMinProvision,"SA_2,H9",625
CTF_RS,"SA_2,H10",625
CTF_UpMinProvision,"SA_2,H10",625
CTF_RS,"SA_2,H11",213
CTF_UpMinProvision,"SA_2,H11",213
CTF_RS,"SA_2,H12",213
CTF_UpMinProvision,"SA_2,H12",213
CTF_RS,"SA_2,H13",213
CTF_UpMinProvision,"SA_2,H13",213
CTF_RS,"SA_2,H14",213
CTF_UpMinProvision,"SA_2,H14",213
CTF_RS,"SA_2,H15",213
CTF_UpMinProvision,"SA_2,H15",213
CTF_RS,"SA_2,H16",213
CTF_UpMinProvision,"SA_2,H16",213
CTF_RS,"SA_2,H17",304
CTF_UpMinProvision,"SA_2,H17",304
CTF_RS,"SA_2,H18",304
CTF_UpMinProvision,"SA_2,H18",304
CTF_RS,"SA_2,H19",304
CTF_UpMinProvision,"SA_2,H19",304
CTF_RS,"SA_2,H20",97
CTF_UpMinProvision,"SA_2,H20",97
CTF_RS,"SA_2,H21",97
CTF_UpMinProvision,"SA_2,H21",97
CTF_RS,"SA_2,H22",97
CTF_UpMinProvision,"SA_2,H22",97
CTF_RS,"SA_2,H23",252
CTF_UpMinProvision,"SA_2,H23",252
CTF_RS,"SA_2,H24",252
CTF_UpMinProvision,"SA_2,H24",252
CTF_RS,"TR_2,H1",293
CTF_UpMinProvision,"TR_2,H1",293
CTF_RS,"TR_2,H2",293
CTF_UpMinProvision,"TR_2,H2",293
CTF_RS,"TR_2,H3",122
CTF_UpMinProvision,"TR_2,H3",122
CTF_RS,"TR_2,H4",122
CTF_UpMinProvision,"TR_2,H4",122
CTF_RS,"TR_2,H5",122
CTF_UpMinProvision,"TR_2,H5",122
CTF_RS,"TR_2,H6",122
CTF_UpMinProvision,"TR_2,H6",122
CTF_RS,"TR_2,H7",122
CTF_UpMinProvision,"TR_2,H7",122
CTF_RS,"TR_2,H8",519
CTF_UpMinProvision,"TR_2,H8",519
CTF_RS,"TR_2,H9",519
CTF_UpMinProvision,"TR_2,H9",519
CTF_RS,"TR_2,H10",519
CTF_UpMinProvision,"TR_2,H10",519
CTF_RS,"TR_2,H11",226
CTF_UpMinProvision,"TR_2,H11",226
CTF_RS,"TR_2,H12",226
CTF_UpMinProvision,"TR_2,H12",226
CTF_RS,"TR_2,H13",226
CTF_UpMinProvision,"TR_2,H13",226
CTF_RS,"TR_2,H14",226
CTF_UpMinProvision,"TR_2,H14",226
CTF_RS,"TR_2,H15",226
CTF_UpMinProvision,"TR_2,H15",226
CTF_RS,"TR_2,H16",226
CTF_UpMinProvision,"TR_2,H16",226
CTF_RS,"TR_2,H17",305
CTF_UpMinProvision,"TR_2,H17",305
CTF_RS,"TR_2,H18",305
CTF_UpMinProvision,"TR_2,H18",305
CTF_RS,"TR_2,H19",305
CTF_UpMinProvision,"TR_2,H19",305
CTF_RS,"TR_2,H20",76
CTF_UpMinProvision,"TR_2,H20",76
CTF_RS,"TR_2,H21",76
CTF_UpMinProvision,"TR_2,H21",76
CTF_RS,"TR_2,H22",76
CTF_UpMinProvision,"TR_2,H22",76
CTF_RS,"TR_2,H23",293
CTF_UpMinProvision,"TR_2,H23",293
CTF_RS,"TR_2,H24",293
CTF_UpMinProvision,"TR_2,H24",293
